1,0,1689,385,146,332,1,-1,-1,-1
1,1,1303,503,61,139,1,-1,-1,-1
1,2,1258,569,40,91,1,-1,-1,-1
1,3,31,525,113,257,1,-1,-1,-1
1,4,1800,483,94,214,1,-1,-1,-1
2,0,1689,385,146,332,1,-1,-1,-1
2,1,1312,503,61,139,1,-1,-1,-1
2,2,1254,537,52,118,1,-1,-1,-1
2,3,55,542,94,214,1,-1,-1,-1
2,4,1744,476,123,280,1,-1,-1,-1
2,5,1641,494,40,91,1,-1,-1,-1
3,0,1664,418,135,307,1,-1,-1,-1
3,1,1312,503,61,139,1,-1,-1,-1
3,2,1254,537,52,118,1,-1,-1,-1
3,3,51,555,87,199,1,-1,-1,-1
3,4,1776,473,113,257,1,-1,-1,-1
3,5,1641,494,40,91,1,-1,-1,-1
3,6,1742,513,94,214,1,-1,-1,-1
3,7,1234,415,103,234,1,-1,-1,-1
3,8,107,494,103,234,1,-1,-1,-1
4,0,1668,371,159,362,1,-1,-1,-1
4,1,1305,500,67,153,1,-1,-1,-1
4,2,1254,537,52,118,1,-1,-1,-1
4,3,58,566,79,181,1,-1,-1,-1
4,4,1759,473,113,257,1,-1,-1,-1
4,5,1641,494,40,91,1,-1,-1,-1
4,6,1742,513,94,214,1,-1,-1,-1
4,7,1234,415,103,234,1,-1,-1,-1
4,8,107,494,103,234,1,-1,-1,-1
4,9,1852,505,30,70,1,-1,-1,-1
5,0,1643,396,159,362,1,-1,-1,-1
5,1,1318,537,52,118,1,-1,-1,-1
5,2,1254,537,52,118,1,-1,-1,-1
5,3,58,566,79,181,1,-1,-1,-1
5,4,1692,371,159,362,1,-1,-1,-1
5,5,1641,494,40,91,1,-1,-1,-1
5,6,1742,513,94,214,1,-1,-1,-1
5,7,1234,415,103,234,1,-1,-1,-1
5,8,107,494,103,234,1,-1,-1,-1
5,9,1848,505,30,70,1,-1,-1,-1
6,0,1666,385,146,332,1,-1,-1,-1
6,1,1318,537,52,118,1,-1,-1,-1
6,2,1254,537,52,118,1,-1,-1,-1
6,3,58,566,79,181,1,-1,-1,-1
6,4,1692,371,159,362,1,-1,-1,-1
6,5,1641,494,40,91,1,-1,-1,-1
6,6,1741,473,113,257,1,-1,-1,-1
6,7,1234,415,103,234,1,-1,-1,-1
6,8,107,494,103,234,1,-1,-1,-1
6,9,1849,510,28,64,1,-1,-1,-1
6,10,1333,498,56,128,1,-1,-1,-1
7,0,1668,371,159,362,1,-1,-1,-1
7,1,1316,489,67,153,1,-1,-1,-1
7,2,1263,545,47,108,1,-1,-1,-1
7,3,58,566,79,181,1,-1,-1,-1
7,4,1692,371,159,362,1,-1,-1,-1
7,5,1641,494,40,91,1,-1,-1,-1
7,6,1741,473,113,257,1,-1,-1,-1
7,7,1234,415,103,234,1,-1,-1,-1
7,8,107,494,103,234,1,-1,-1,-1
7,9,1849,510,28,64,1,-1,-1,-1
7,10,1351,506,56,128,1,-1,-1,-1
7,11,159,550,40,91,1,-1,-1,-1
8,0,1668,371,159,362,1,-1,-1,-1
8,1,1322,494,61,139,1,-1,-1,-1
8,2,1263,545,47,108,1,-1,-1,-1
8,3,58,566,79,181,1,-1,-1,-1
8,4,1692,371,159,362,1,-1,-1,-1
8,5,1641,494,40,91,1,-1,-1,-1
8,6,1741,473,113,257,1,-1,-1,-1
8,7,1234,415,103,234,1,-1,-1,-1
8,8,123,494,103,234,1,-1,-1,-1
8,9,1848,505,30,70,1,-1,-1,-1
8,10,1351,506,56,128,1,-1,-1,-1
8,11,159,550,40,91,1,-1,-1,-1
8,12,257,455,113,257,1,-1,-1,-1
9,0,1666,385,146,332,1,-1,-1,-1
9,1,1326,489,67,153,1,-1,-1,-1
9,2,1274,551,43,98,1,-1,-1,-1
9,3,58,566,79,181,1,-1,-1,-1
9,4,1692,371,159,362,1,-1,-1,-1
9,5,1641,494,40,91,1,-1,-1,-1
9,6,1727,418,135,307,1,-1,-1,-1
9,7,1234,415,103,234,1,-1,-1,-1
9,8,123,494,103,234,1,-1,-1,-1
9,9,1848,505,30,70,1,-1,-1,-1
9,10,1351,506,56,128,1,-1,-1,-1
9,11,142,521,52,118,1,-1,-1,-1
9,12,266,463,103,234,1,-1,-1,-1
10,0,1666,385,146,332,1,-1,-1,-1
10,1,1326,500,67,153,1,-1,-1,-1
10,2,1278,545,47,108,1,-1,-1,-1
10,3,58,566,79,181,1,-1,-1,-1
10,4,1689,385,146,332,1,-1,-1,-1
10,5,1641,494,40,91,1,-1,-1,-1
10,6,1727,418,135,307,1,-1,-1,-1
10,7,1234,415,103,234,1,-1,-1,-1
10,8,123,494,103,234,1,-1,-1,-1
10,9,1849,510,28,64,1,-1,-1,-1
10,10,1351,506,56,128,1,-1,-1,-1
10,11,146,515,56,128,1,-1,-1,-1
10,12,266,463,103,234,1,-1,-1,-1
11,0,1666,385,146,332,1,-1,-1,-1
11,1,1326,500,67,153,1,-1,-1,-1
11,2,1278,545,47,108,1,-1,-1,-1
11,3,58,566,79,181,1,-1,-1,-1
11,4,1689,385,146,332,1,-1,-1,-1
11,5,1641,494,40,91,1,-1,-1,-1
11,6,1727,418,135,307,1,-1,-1,-1
11,7,1234,415,103,234,1,-1,-1,-1
11,8,123,494,103,234,1,-1,-1,-1
11,9,1849,510,28,64,1,-1,-1,-1
11,10,1351,506,56,128,1,-1,-1,-1
11,11,146,515,56,128,1,-1,-1,-1
11,12,266,463,103,234,1,-1,-1,-1
11,13,171,481,26,59,1,-1,-1,-1
11,14,1844,367,94,214,1,-1,-1,-1
12,0,1619,396,159,362,1,-1,-1,-1
12,1,1326,490,73,167,1,-1,-1,-1
12,2,1278,545,47,108,1,-1,-1,-1
12,3,58,566,79,181,1,-1,-1,-1
12,4,1689,408,146,332,1,-1,-1,-1
12,5,1641,494,40,91,1,-1,-1,-1
12,6,1727,418,135,307,1,-1,-1,-1
12,7,1234,415,103,234,1,-1,-1,-1
12,8,123,494,103,234,1,-1,-1,-1
12,9,1849,510,28,64,1,-1,-1,-1
12,10,1351,506,56,128,1,-1,-1,-1
12,11,146,515,56,128,1,-1,-1,-1
12,12,266,463,103,234,1,-1,-1,-1
12,13,171,481,26,59,1,-1,-1,-1
12,14,1837,351,103,234,1,-1,-1,-1
12,15,-8,290,207,470,1,-1,-1,-1
13,0,1643,408,146,332,1,-1,-1,-1
13,1,1326,490,73,167,1,-1,-1,-1
13,2,1286,545,47,108,1,-1,-1,-1
13,3,58,566,79,181,1,-1,-1,-1
13,4,1689,385,146,332,1,-1,-1,-1
13,5,1641,494,40,91,1,-1,-1,-1
13,6,1727,418,135,307,1,-1,-1,-1
13,7,1234,415,103,234,1,-1,-1,-1
13,8,123,494,103,234,1,-1,-1,-1
13,9,1849,510,28,64,1,-1,-1,-1
13,10,1351,506,56,128,1,-1,-1,-1
13,11,146,515,56,128,1,-1,-1,-1
13,12,266,463,103,234,1,-1,-1,-1
13,13,171,481,26,59,1,-1,-1,-1
13,14,1837,351,103,234,1,-1,-1,-1
13,15,-8,290,207,470,1,-1,-1,-1
13,16,151,501,28,64,1,-1,-1,-1
13,17,1867,391,30,70,1,-1,-1,-1
14,0,1619,396,159,362,1,-1,-1,-1
14,1,1326,490,73,167,1,-1,-1,-1
14,2,1286,545,47,108,1,-1,-1,-1
14,3,58,566,79,181,1,-1,-1,-1
14,4,1668,371,159,362,1,-1,-1,-1
14,5,1641,494,40,91,1,-1,-1,-1
14,6,1717,396,159,362,1,-1,-1,-1
14,7,1234,415,103,234,1,-1,-1,-1
14,8,123,494,103,234,1,-1,-1,-1
14,9,1849,510,28,64,1,-1,-1,-1
14,10,1351,506,56,128,1,-1,-1,-1
14,11,146,515,56,128,1,-1,-1,-1
14,12,266,463,103,234,1,-1,-1,-1
14,13,171,481,26,59,1,-1,-1,-1
14,14,1837,351,103,234,1,-1,-1,-1
14,15,-52,254,270,614,1,-1,-1,-1
14,16,151,501,28,64,1,-1,-1,-1
14,17,1867,391,30,70,1,-1,-1,-1
15,0,1619,396,159,362,1,-1,-1,-1
15,1,1336,500,67,153,1,-1,-1,-1
15,2,1286,545,47,108,1,-1,-1,-1
15,3,58,566,79,181,1,-1,-1,-1
15,4,1668,371,159,362,1,-1,-1,-1
15,5,1641,494,40,91,1,-1,-1,-1
15,6,1717,396,159,362,1,-1,-1,-1
15,7,1234,415,103,234,1,-1,-1,-1
15,8,123,494,103,234,1,-1,-1,-1
