1,-1,0.00,320.34,116.89,584.00,0.83,-1,-1,-1
1,-1,251.98,455.82,103.74,250.09,0.67,-1,-1,-1
1,-1,1290.69,462.04,69.20,193.93,0.66,-1,-1,-1
1,-1,116.30,510.00,86.83,238.18,0.64,-1,-1,-1
1,-1,1254.67,539.96,58.78,116.80,0.59,-1,-1,-1
1,-1,1692.92,391.45,113.99,337.68,0.53,-1,-1,-1
1,-1,1773.91,423.16,102.05,296.46,0.44,-1,-1,-1
1,-1,1884.77,386.83,34.75,195.16,0.40,-1,-1,-1
1,-1,1696.74,400.72,175.58,325.29,0.31,-1,-1,-1
2,-1,0.00,305.08,122.71,598.73,0.86,-1,-1,-1
2,-1,263.62,457.59,93.34,246.63,0.70,-1,-1,-1
2,-1,1295.17,461.15,65.74,196.93,0.67,-1,-1,-1
2,-1,117.71,514.52,78.88,233.99,0.65,-1,-1,-1
2,-1,1688.22,391.40,113.22,337.96,0.64,-1,-1,-1
2,-1,1770.09,441.90,103.29,279.28,0.59,-1,-1,-1
2,-1,1256.77,537.92,55.90,119.87,0.55,-1,-1,-1
2,-1,1879.31,383.78,40.17,201.30,0.54,-1,-1,-1
2,-1,45.56,500.62,82.48,255.43,0.49,-1,-1,-1
3,-1,0.00,297.68,128.77,605.08,0.87,-1,-1,-1
3,-1,267.33,458.38,90.69,244.34,0.69,-1,-1,-1
3,-1,116.40,512.03,79.47,232.63,0.65,-1,-1,-1
3,-1,1295.59,461.74,64.29,195.70,0.59,-1,-1,-1
3,-1,1685.39,389.21,135.41,341.62,0.57,-1,-1,-1
3,-1,1877.91,382.29,41.55,203.61,0.55,-1,-1,-1
3,-1,1260.24,534.99,52.75,121.40,0.49,-1,-1,-1
3,-1,1769.18,434.67,104.21,288.24,0.47,-1,-1,-1
3,-1,1725.92,408.02,146.61,321.10,0.35,-1,-1,-1
4,-1,0.00,275.86,134.23,628.93,0.88,-1,-1,-1
4,-1,264.00,459.36,94.96,245.09,0.71,-1,-1,-1
4,-1,113.49,490.56,91.23,257.41,0.68,-1,-1,-1
4,-1,1298.74,461.38,62.28,197.72,0.60,-1,-1,-1
4,-1,1685.39,390.12,172.25,341.15,0.57,-1,-1,-1
4,-1,1878.44,379.52,41.03,206.45,0.53,-1,-1,-1
4,-1,1260.62,533.07,50.68,123.61,0.46,-1,-1,-1
5,-1,0.00,249.64,141.43,655.12,0.89,-1,-1,-1
5,-1,1689.01,388.93,181.48,343.18,0.78,-1,-1,-1
5,-1,261.16,459.15,97.66,248.58,0.71,-1,-1,-1
5,-1,1301.09,459.23,61.85,201.30,0.60,-1,-1,-1
5,-1,112.57,507.01,89.46,240.69,0.58,-1,-1,-1
5,-1,1876.93,364.82,42.54,221.80,0.56,-1,-1,-1
5,-1,1267.76,529.49,40.86,130.99,0.39,-1,-1,-1
6,-1,0.00,242.98,155.56,661.29,0.89,-1,-1,-1
6,-1,261.44,458.50,97.42,249.11,0.74,-1,-1,-1
6,-1,1689.92,389.89,174.69,344.74,0.71,-1,-1,-1
6,-1,1876.32,362.06,43.15,223.91,0.57,-1,-1,-1
6,-1,113.55,507.04,88.41,240.64,0.55,-1,-1,-1
